System Code,System Name,Reading Status^ Number Tested,Reading Status^ % Below Grade Level (Lexile < 1010L),Reading Status^ % Grade Level  or Above (Lexile ≥ 1010L),English Language Arts Number Tested,English Language Arts Mean Scale Score,English Language Arts Standard Deviation,English Language Arts % Beginning Learner,English Language Arts % Developing Learner,English Language Arts % Proficient Learner,English Language Arts % Distinguished Learner,English Language Arts % Developing Learner & Above,English Language Arts % Proficient Learner & Above,SGP English Language Arts Number Received SGP,SGP English Language Arts SGP Median,SGP English Language Arts % SGP Low Growth,SGP English Language Arts % SGP Typical Growth,SGP English Language Arts % SGP High Growth,Mathematics Number Tested,Mathematics Mean Scale Score,Mathematics Standard Deviation,Mathematics % Beginning Learner,Mathematics % Developing Learner,Mathematics % Proficient Learner,Mathematics % Distinguished Learner,Mathematics % Developing Learner & Above,Mathematics % Proficient Learner & Above,SGP Mathematics Number Received SGP,SGP Mathematics SGP Median,SGP Mathematics % SGP Low Growth,SGP Mathematics % SGP Low Growth.1,SGP Mathematics % SGP Low Growth.2,Science Number Tested,Science Mean Scale Score,Science Standard Deviation,Science % Beginning Learner,Science % Developing Learner,Science % Proficient Learner,Science % Distinguished Learner,Science % Developing Learner & Above,Science % Proficient Learner & Above,HS Physical Science Number Tested,HS Physical Science Mean Scale Score,HS Physical Science Standard Deviation,HS Physical Science % Beginning Learner,HS Physical Science % Developing Learner,HS Physical Science % Proficient Learner,HS Physical Science % Distinguished Learner,HS Physical Science % Developing Learner & Above,HS Physical Science % Proficient Learner & Above,Social Studies Number Tested,Social Studies Mean Scale Score,Social Studies Standard Deviation,Social Studies % Beginning Learner,Social Studies % Developing Learner,Social Studies % Proficient Learner,Social Studies % Distinguished Learner,Social Studies % Developing Learner & Above,Social Studies % Proficient Learner & Above,RESA  RESAName_RPT
636,COLUMBIA COUNTY,2226.0,20.170709793351303,79.8292902066487,2226.0,527.8153638814016,50.767994494254516,14.734950584007187,31.491464510332435,38.544474393531,15.22911051212938,85.2650494159928,53.77358490566038,2111.0,43,39.838938891520606,31.264803410705827,28.896257697773567,,,,,,,,,,,,,,,9,,,,,,,,,2217,513.6459179070816,71.86197863701534,33.603969327920616,26.79296346414073,28.416779431664413,11.186287776274245,66.39603067207939,39.60306720793866,2227.0,533.7153120790301,51.09110262297986,12.75258194881006,29.00763358778626,37.13515940727436,21.104625056129322,87.24741805118994,58.23978446340368,CENTRAL SAVANNAH RIV
637,COOK COUNTY,218.0,29.81651376146789,70.18348623853211,218.0,508.8532110091743,42.42680347653328,19.26605504587156,43.57798165137615,33.027522935779814,4.128440366972477,80.73394495412845,37.15596330275229,204.0,48.5,34.31372549019608,32.35294117647059,33.333333333333336,,,,,,,,,,,,,,,218,505.2889908256881,62.14917365559774,35.77981651376147,28.440366972477065,25.68807339449541,10.091743119266056,64.22018348623853,35.77981651376147,,,,,,,,,,218.0,512.4128440366973,46.74022946948761,23.394495412844037,38.99082568807339,27.06422018348624,10.55045871559633,76.60550458715596,37.61467889908257,COASTAL PLAINS
638,COWETA COUNTY,1683.0,27.153891859774212,72.84610814022578,1683.0,520.7528223410576,51.66099119023326,18.657159833630423,33.273915626856805,35.115864527629235,12.953060011883542,81.34284016636958,48.06892453951277,1576.0,48,36.10406091370558,29.885786802030456,34.01015228426396,,,,,,,,,,,,,,,1665,505.415015015015,73.30515375935758,39.51951951951952,21.56156156156156,26.846846846846848,12.072072072072071,60.48048048048048,38.91891891891892,,,,,,,,,,1663.0,512.6752856283824,49.012232652700916,24.65423932651834,34.21527360192423,29.94588093806374,11.184606133493686,75.34576067348166,41.130487071557425,WEST GEORGIA
639,CRAWFORD COUNTY,111.0,37.83783783783784,62.16216216216216,111.0,503.27027027027026,47.98161502946081,30.63063063063063,38.73873873873874,24.324324324324323,6.306306306306307,69.36936936936937,30.63063063063063,104.0,41.5,44.23076923076923,28.846153846153847,26.923076923076923,,,,,,,,,,,,,,,88,456.625,42.276134540945655,75,14.772727272727273,10.227272727272727,0,25,10.227272727272727,25,520.92,44.31790458343746,8,48,40,4,92,44,114.0,478.4561403508772,37.84157482150125,50,35.08771929824562,14.035087719298245,0.8771929824561403,50,14.912280701754385,MIDDLE GEORGIA
640,CRISP COUNTY,224.0,50.44642857142857,49.55357142857143,224.0,486.58035714285717,46.984901380330825,42.857142857142854,34.82142857142857,19.196428571428573,3.125,57.142857142857146,22.321428571428573,208.0,36,48.07692307692308,28.846153846153847,23.076923076923077,,,,,,,,,,,,,,,223,472.80269058295966,60.69252437698295,61.88340807174888,18.83408071748879,15.246636771300448,4.0358744394618835,38.11659192825112,19.282511210762333,,,,,,,,,,223.0,473.7174887892377,39.34115064669507,58.74439461883408,29.59641255605381,9.865470852017937,1.7937219730941705,41.25560538116592,11.659192825112108,CHATTAHOOCHEE-FLINT
641,DADE COUNTY,118.0,27.11864406779661,72.88135593220339,118.0,516.771186440678,45.03472753387561,16.949152542372882,40.67796610169491,32.20338983050848,10.169491525423728,83.05084745762711,42.3728813559322,109.0,45,38.53211009174312,26.605504587155963,34.862385321100916,,,,,,,,,,,,,,,118,490.228813559322,51.497475005223905,39.83050847457627,35.59322033898305,20.338983050847457,4.237288135593221,60.16949152542373,24.576271186440678,,,,,,,,,,118.0,494.40677966101697,31.3489424536073,27.11864406779661,53.389830508474574,18.64406779661017,0.847457627118644,72.88135593220339,19.491525423728813,NORTHWEST GEORGIA
642,DAWSON COUNTY,270.0,22.962962962962962,77.03703703703704,270.0,520.2740740740741,50.970350683193516,16.296296296296298,41.111111111111114,29.62962962962963,12.962962962962964,83.70370370370371,42.592592592592595,259.0,35,49.42084942084942,29.343629343629345,21.235521235521237,,,,,,,,,,,,,,,175,477.08,48.5718380162401,51.42857142857143,32,16,0.5714285714285714,48.57142857142857,16.571428571428573,93,543.4731182795699,46.17443095335655,6.451612903225806,25.806451612903224,56.98924731182796,10.75268817204301,93.54838709677419,67.74193548387096,268.0,519.2313432835821,48.3794171387297,18.28358208955224,36.940298507462686,30.223880597014926,14.552238805970148,81.71641791044776,44.776119402985074,PIONEER
643,DECATUR COUNTY,326.0,38.65030674846626,61.34969325153374,326.0,501.91104294478527,44.264047583195335,27.300613496932517,44.171779141104295,23.926380368098158,4.601226993865031,72.69938650306749,28.52760736196319,312.0,39,45.51282051282051,28.846153846153847,25.641025641025642,,,,,,,,,,,,,,,326,485.83742331288346,60.73980784234393,50,28.834355828220858,14.723926380368098,6.441717791411043,50,21.165644171779142,,,,,,,,,,326.0,493.65337423312883,41.91353118351907,36.50306748466258,39.877300613496935,19.32515337423313,4.294478527607362,63.49693251533742,23.619631901840492,SOUTHWEST GEORGIA
644,DEKALB COUNTY,6602.0,35.73159648591336,64.26840351408664,6602.0,505.7958194486519,58.24273728708537,30.505907300817935,32.26295062102393,26.522265980006058,10.708876098152075,69.49409269918206,37.231142078158136,5971.0,56,28.336961982917433,30.88259922960978,40.78043878747278,,,,,,,,,,,,,,,6260,477.6570287539936,64.16896662311169,56.629392971246006,21.421725239616613,16.501597444089455,5.447284345047923,43.370607028753994,21.94888178913738,194,549.3247422680413,59.95942242897377,10.309278350515465,26.804123711340207,45.876288659793815,17.010309278350515,89.69072164948453,62.88659793814433,6378.0,490.6041078708059,46.39421959456014,42.05079962370649,34.47789275634995,18.48541862652869,4.985888993414863,57.94920037629351,23.471307619943556,METRO
645,DODGE COUNTY,202.0,39.603960396039604,60.396039603960396,202.0,497.9207920792079,48.060426966117426,30.198019801980198,43.56435643564357,20.792079207920793,5.445544554455446,69.8019801980198,26.237623762376238,193.0,40,44.55958549222798,32.64248704663213,22.797927461139896,,,,,,,,,,,,,,,203,473.48275862068965,64.47920417134628,61.083743842364534,20.689655172413794,12.31527093596059,5.911330049261084,38.916256157635466,18.226600985221676,,,,,,,,,,203.0,490.53694581280786,45.30340363289241,39.90147783251231,39.90147783251231,15.763546798029557,4.433497536945813,60.09852216748769,20.19704433497537,HEART OF GEORGIA
646,DOOLY COUNTY,93.0,46.236559139784944,53.763440860215056,93.0,486.7204301075269,43.508211516657525,39.784946236559136,40.86021505376344,17.204301075268816,2.150537634408602,60.215053763440864,19.35483870967742,89.0,44,35.95505617977528,28.089887640449437,35.95505617977528,,,,,,,,,,,,,,,93,462.3225806451613,51.47924049520872,64.51612903225806,23.655913978494624,10.75268817204301,1.075268817204301,35.483870967741936,11.827956989247312,,,,,,,,,,93.0,483.5268817204301,38.60237416607427,38.70967741935484,47.31182795698925,11.827956989247312,2.150537634408602,61.29032258064516,13.978494623655914,CHATTAHOOCHEE-FLINT
647,DOUGHERTY COUNTY,962.0,40.436590436590436,59.563409563409564,962.0,496.03014553014555,49.94342403509443,36.59043659043659,36.486486486486484,20.58212058212058,6.340956340956341,63.40956340956341,26.923076923076923,907.0,46,36.38368246968027,32.96582138919515,30.650496141124588,,,,,,,,,,,,,,,960,487.653125,64.01003156053439,49.270833333333336,24.0625,19.6875,6.979166666666667,50.729166666666664,26.666666666666668,,,,,,,,,,957.0,492.87565308254966,44.571462560795474,40.543364681295714,35.632183908045974,19.22675026123302,4.597701149425287,59.456635318704286,23.82445141065831,SOUTHWEST GEORGIA
