System Code,System Name,Reading Status^ Number Tested,Reading Status^ % Below Grade Level (Lexile < 925L),Reading Status^ % Grade Level  or Above (Lexile ≥ 925L),English Language Arts Number Tested,English Language Arts Mean Scale Score,English Language Arts Standard Deviation,English Language Arts % Beginning Learner,English Language Arts % Developing Learner,English Language Arts % Proficient Learner,English Language Arts % Distinguished Learner,English Language Arts % Developing Learner & Above,English Language Arts % Proficient Learner & Above,SGP English Language Arts Number Received SGP,SGP English Language Arts SGP Median,SGP English Language Arts % SGP Low Growth,SGP English Language Arts % SGP Typical Growth,SGP English Language Arts % SGP High Growth,Mathematics Number Tested,Mathematics Mean Scale Score,Mathematics Standard Deviation,Mathematics % Beginning Learner,Mathematics % Developing Learner,Mathematics % Proficient Learner,Mathematics % Distinguished Learner,Mathematics % Developing Learner & Above,Mathematics % Proficient Learner & Above,SGP Mathematics Number Received SGP,SGP Mathematics SGP Median,SGP Mathematics % SGP Low Growth,SGP Mathematics % SGP Low Growth.1,SGP Mathematics % SGP Low Growth.2
718,QUITMAN COUNTY,21.0,61.904761904761905,38.095238095238095,21.0,447.85714285714283,65.36228707311712,52.38095238095238,38.095238095238095,9.523809523809524,0,47.61904761904762,9.523809523809524,18.0,41,38.888888888888886,22.22222222222222,38.888888888888886,,,,,,,,,,,,,,
719,RABUN COUNTY,169.0,38.46153846153846,61.53846153846154,169.0,510.03550295857985,59.0803421391184,24.85207100591716,34.9112426035503,33.72781065088758,6.508875739644971,75.14792899408285,40.23668639053255,158.0,51,32.91139240506329,32.91139240506329,34.177215189873415,,,,,,,,,,,,,,
720,RANDOLPH COUNTY,54.0,66.66666666666667,33.333333333333336,54.0,472.94444444444446,56.24455249652709,48.148148148148145,35.18518518518518,16.666666666666668,0,51.851851851851855,16.666666666666668,49.0,45,34.69387755102041,30.612244897959183,34.69387755102041,,,,,,,,,,,,,,
721,RICHMOND COUNTY,2047.0,55.691255495847585,44.308744504152415,2047.0,479.152418172936,63.30603586310635,46.80019540791402,28.77381533952125,21.836834391792866,2.589154860771861,53.19980459208598,24.42598925256473,1897.0,50,35.47706905640485,29.7838692672641,34.73906167633105,,,,,,,,,,,,,,
722,ROCKDALE COUNTY,1112.0,44.15467625899281,55.84532374100719,1112.0,499.85971223021585,62.59561266310602,34.172661870503596,27.967625899280577,33.81294964028777,4.046762589928058,65.8273381294964,37.85971223021583,1044.0,54,31.32183908045977,29.885057471264368,38.793103448275865,,,,,,,,,,,,,,
723,SCHLEY COUNTY,91.0,29.67032967032967,70.32967032967034,91.0,523.3626373626373,59.853806429316954,20.87912087912088,26.373626373626372,41.75824175824176,10.989010989010989,79.12087912087912,52.747252747252745,87.0,50,39.08045977011494,28.735632183908045,32.18390804597701,,,,,,,,,,,,,,
724,SCREVEN COUNTY,171.0,41.52046783625731,58.47953216374269,171.0,510.12865497076024,60.455777206086914,26.900584795321638,35.67251461988304,28.65497076023392,8.771929824561404,73.09941520467837,37.42690058479532,163.0,61,25.153374233128833,30.061349693251532,44.785276073619634,,,,,,,,,,,,,,
725,SEMINOLE COUNTY,93.0,49.46236559139785,50.53763440860215,93.0,490.93548387096774,57.1625840022796,37.634408602150536,37.634408602150536,20.43010752688172,4.301075268817204,62.365591397849464,24.731182795698924,88.0,44,36.36363636363637,35.22727272727273,28.40909090909091,,,,,,,,,,,,,,
726,GRIFFIN-SPALDING COUNTY,646.0,62.22910216718266,37.77089783281734,646.0,474.1269349845201,59.26243815189684,52.63157894736842,26.31578947368421,18.26625386996904,2.7863777089783284,47.36842105263158,21.05263157894737,612.0,54,29.73856209150327,33.49673202614379,36.76470588235294,,,,,,,,,,,,,,
727,STEPHENS COUNTY,266.0,51.12781954887218,48.87218045112782,266.0,487.69924812030075,57.63161933003753,42.10526315789474,30.075187969924812,26.31578947368421,1.5037593984962405,57.89473684210526,27.81954887218045,252.0,37.5,47.61904761904762,30.952380952380953,21.428571428571427,,,,,,,,,,,,,,
728,STEWART COUNTY,23.0,60.869565217391305,39.130434782608695,23.0,484.82608695652175,50.00786499406691,39.130434782608695,47.82608695652174,8.695652173913043,4.3478260869565215,60.869565217391305,13.043478260869565,22.0,50,31.818181818181817,22.727272727272727,45.45454545454545,,,,,,,,,,,,,,
729,SUMTER COUNTY,269.0,63.940520446096656,36.059479553903344,269.0,467.25650557620816,51.17504716092154,52.78810408921933,32.71375464684015,13.382899628252789,1.1152416356877324,47.21189591078067,14.49814126394052,254.0,55,30.31496062992126,32.28346456692913,37.40157480314961,,,,,,,,,,,,,,
730,TALBOT COUNTY,42.0,73.80952380952381,26.19047619047619,42.0,450.6904761904762,53.92745266547664,64.28571428571429,21.428571428571427,14.285714285714286,0,35.714285714285715,14.285714285714286,40.0,48.5,42.5,32.5,25,,,,,,,,,,,,,,
731,TALIAFERRO COUNTY,14.0,,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,
732,TATTNALL COUNTY,279.0,48.028673835125446,51.971326164874554,279.0,496.7455197132617,64.14823581293865,37.27598566308244,30.46594982078853,26.164874551971327,6.093189964157706,62.72401433691756,32.25806451612903,265.0,54,29.433962264150942,30.566037735849058,40,,,,,,,,,,,,,,
733,TAYLOR COUNTY,83.0,48.19277108433735,51.80722891566265,83.0,491.65060240963857,61.96840928757715,40.963855421686745,30.120481927710845,24.096385542168676,4.819277108433735,59.036144578313255,28.91566265060241,81.0,74,12.345679012345679,24.691358024691358,62.96296296296296,,,,,,,,,,,,,,
734,TELFAIR COUNTY,110.0,51.81818181818182,48.18181818181818,110.0,494.07272727272726,53.577982108377995,38.18181818181818,30.90909090909091,29.09090909090909,1.8181818181818181,61.81818181818182,30.90909090909091,105.0,44,34.285714285714285,32.38095238095238,33.333333333333336,,,,,,,,,,,,,,
735,TERRELL COUNTY,82.0,73.17073170731707,26.829268292682926,82.0,464.4878048780488,42.70896164739312,58.53658536585366,35.36585365853659,6.097560975609756,0,41.46341463414634,6.097560975609756,74.0,34.5,50,29.72972972972973,20.27027027027027,,,,,,,,,,,,,,
736,THOMAS COUNTY,421.0,50.8313539192399,49.1686460807601,421.0,496.4560570071259,64.55065262948146,38.242280285035626,27.315914489311165,29.216152019002376,5.225653206650831,61.757719714964374,34.441805225653205,410.0,42,43.65853658536585,28.048780487804876,28.29268292682927,,,,,,,,,,,,,,
737,TIFT COUNTY,551.0,52.08711433756806,47.91288566243194,551.0,494.66969147005443,61.05297079880046,37.56805807622504,31.941923774954628,24.319419237749546,6.170598911070781,62.43194192377496,30.490018148820326,518.0,43,42.084942084942085,28.571428571428573,29.343629343629345,,,,,,,,,,,,,,
738,TOOMBS COUNTY,205.0,46.829268292682926,53.170731707317074,205.0,489.8829268292683,56.85788916253512,38.53658536585366,32.68292682926829,24.878048780487806,3.902439024390244,61.46341463414634,28.78048780487805,196.0,28.5,55.10204081632653,30.102040816326532,14.795918367346939,,,,,,,,,,,,,,
739,TOWNS COUNTY,67.0,43.28358208955224,56.71641791044776,67.0,506.2985074626866,52.618701285867054,31.34328358208955,28.35820895522388,37.3134328358209,2.985074626865672,68.65671641791045,40.298507462686565,63.0,65,19.047619047619047,36.507936507936506,44.44444444444444,,,,,,,,,,,,,,
740,TREUTLEN COUNTY,72.0,52.77777777777778,47.22222222222222,72.0,493.5,67.99067873147169,45.833333333333336,22.22222222222222,23.61111111111111,8.333333333333334,54.166666666666664,31.944444444444443,70.0,40.5,41.42857142857143,31.428571428571427,27.142857142857142,,,,,,,,,,,,,,
741,TROUP COUNTY,841.0,48.39476813317479,51.60523186682521,841.0,488.45184304399527,63.2181060151818,38.88228299643282,31.27229488703924,25.92152199762188,3.9239001189060643,61.11771700356718,29.845422116527942,790.0,42,42.151898734177216,32.0253164556962,25.82278481012658,,,,,,,,,,,,,,
742,TURNER COUNTY,74.0,47.2972972972973,52.7027027027027,74.0,481.94594594594594,59.78016620092935,44.5945945945946,28.37837837837838,25.675675675675677,1.3513513513513513,55.4054054054054,27.027027027027028,69.0,40,42.028985507246375,28.985507246376812,28.985507246376812,,,,,,,,,,,,,,
