System Code,System Name,Reading Status^ Number Tested,Reading Status^ % Below Grade Level (Lexile < 970L),Reading Status^ % Grade Level  or Above (Lexile ≥ 970L),English Language Arts Number Tested,English Language Arts Mean Scale Score,English Language Arts Standard Deviation,English Language Arts % Beginning Learner,English Language Arts % Developing Learner,English Language Arts % Proficient Learner,English Language Arts % Distinguished Learner,English Language Arts % Developing Learner & Above,English Language Arts % Proficient Learner & Above,SGP English Language Arts Number Received SGP,SGP English Language Arts SGP Median,SGP English Language Arts % SGP Low Growth,SGP English Language Arts % SGP Typical Growth,SGP English Language Arts % SGP High Growth,Mathematics Number Tested,Mathematics Mean Scale Score,Mathematics Standard Deviation,Mathematics % Beginning Learner,Mathematics % Developing Learner,Mathematics % Proficient Learner,Mathematics % Distinguished Learner,Mathematics % Developing Learner & Above,Mathematics % Proficient Learner & Above,SGP Mathematics Number Received SGP,SGP Mathematics SGP Median,SGP Mathematics % SGP Low Growth,SGP Mathematics % SGP Low Growth.1,SGP Mathematics % SGP Low Growth.2,RESA RESAName_RPT
601,APPLING COUNTY,213.0,28.63849765258216,71.36150234741784,213.0,507.88732394366195,55.057486928314745,28.169014084507044,33.80281690140845,33.333333333333336,4.694835680751174,71.83098591549296,38.028169014084504,201.0,60,28.855721393034827,26.3681592039801,44.776119402985074,,,,,,,,,,,,,,,FIRST DISTRICT
602,ATKINSON COUNTY,109.0,33.944954128440365,66.05504587155963,109.0,512.9357798165138,60.135845480501665,31.192660550458715,23.853211009174313,32.11009174311926,12.844036697247706,68.80733944954129,44.95412844036697,106.0,52.5,30.18867924528302,35.84905660377358,33.9622641509434,,,,,,,,,,,,,,,OKEFENOKEE
603,BACON COUNTY,136.0,25,75,136.0,516.1397058823529,54.52680928023592,19.852941176470587,34.55882352941177,38.23529411764706,7.352941176470588,80.1470588235294,45.588235294117645,131.0,57,29.00763358778626,25.954198473282442,45.038167938931295,,,,,,,,,,,,,,,OKEFENOKEE
604,BAKER COUNTY,19.0,47.36842105263158,52.63157894736842,19.0,471.05263157894734,51.37603600924649,47.36842105263158,42.10526315789474,5.2631578947368425,5.2631578947368425,52.63157894736842,10.526315789473685,17.0,14,88.23529411764706,5.882352941176471,5.882352941176471,,,,,,,,,,,,,,,SOUTHWEST GEORGIA
605,BALDWIN COUNTY,279.0,47.31182795698925,52.68817204301075,279.0,487.60573476702507,61.980056865160584,46.95340501792115,25.806451612903224,20.788530465949822,6.451612903225806,53.04659498207885,27.240143369175627,256.0,47,37.5,32.8125,29.6875,,,,,,,,,,,,,,,OCONEE
606,BANKS COUNTY,205.0,34.63414634146341,65.36585365853658,205.0,503.9219512195122,59.11689778749572,32.19512195121951,32.68292682926829,26.829268292682926,8.292682926829269,67.8048780487805,35.1219512195122,200.0,52,33,34,33,,,,,,,,,,,,,,,PIONEER
607,BARROW COUNTY,1069.0,35.266604303087,64.733395696913,1069.0,501.8306828811974,52.005296777206254,30.12160898035547,36.295603367633305,29.560336763330216,4.022450888681011,69.87839101964452,33.58278765201123,1020.0,51,34.411764705882355,30.098039215686274,35.490196078431374,,,,,,,,,,,,,,,NORTHEAST GEORGIA
608,BARTOW COUNTY,965.0,34.196891191709845,65.80310880829016,965.0,505.7740932642487,56.712574735450616,31.191709844559586,32.33160621761658,28.704663212435232,7.772020725388601,68.80829015544042,36.476683937823836,922.0,50,34.59869848156182,31.995661605206074,33.40563991323211,,,,,,,,,,,,,,,NORTHWEST GEORGIA
609,BEN HILL COUNTY,221.0,34.841628959276015,65.15837104072398,221.0,491.60633484162895,51.09023884404844,39.366515837104075,33.484162895927604,25.339366515837103,1.8099547511312217,60.633484162895925,27.149321266968325,213.0,50,34.27230046948357,32.394366197183096,33.333333333333336,,,,,,,,,,,,,,,COASTAL PLAINS
610,BERRIEN COUNTY,223.0,27.80269058295964,72.19730941704036,223.0,509.9103139013453,52.14352189031968,24.663677130044842,38.11659192825112,30.493273542600896,6.726457399103139,75.33632286995515,37.219730941704036,206.0,43,41.74757281553398,32.03883495145631,26.21359223300971,,,,,,,,,,,,,,,COASTAL PLAINS
611,BIBB COUNTY,1568.0,44.38775510204081,55.61224489795919,1568.0,484.4349489795918,54.02712314170238,44.005102040816325,32.015306122448976,21.301020408163264,2.6785714285714284,55.994897959183675,23.979591836734695,1491.0,51,34.138162307176394,32.52850435949028,33.333333333333336,,,,,,,,,,,,,,,MIDDLE GEORGIA
612,BLECKLEY COUNTY,186.0,17.204301075268816,82.79569892473118,186.0,521.2903225806451,51.806308839474916,17.741935483870968,36.55913978494624,37.096774193548384,8.602150537634408,82.25806451612904,45.69892473118279,184.0,46,34.78260869565217,39.67391304347826,25.543478260869566,,,,,,,,,,,,,,,HEART OF GEORGIA
613,BRANTLEY COUNTY,259.0,32.04633204633205,67.95366795366796,259.0,507.33204633204633,51.131895263506095,25.482625482625483,37.06563706563706,32.432432432432435,5.019305019305019,74.51737451737452,37.45173745173745,241.0,30,54.77178423236514,30.70539419087137,14.522821576763485,,,,,,,,,,,,,,,OKEFENOKEE
614,BROOKS COUNTY,155.0,61.935483870967744,38.064516129032256,155.0,467.56129032258065,49.74024525798258,60.645161290322584,25.161290322580644,12.903225806451612,1.2903225806451613,39.354838709677416,14.193548387096774,142.0,48,35.91549295774648,31.690140845070424,32.394366197183096,,,,,,,,,,,,,,,COASTAL PLAINS
